file_name,annotation_value
0c9c69ce-4bf6-47be-ab69-9153b465e8c9.jpg,invoice
0587fe9f-e285-4264-a211-7bb05396a728.jpg,fisandslip
0d2434b8-f9f5-4702-a46f-e4f796678336.jpg,receipt
055df1ec-c7e8-4224-a172-172b505b702c.jpg,invoice
04bfacdb-ccd0-4d4e-b879-6c3aa90f0c30.jpg,fisandslip
019e700f-43e0-43a4-b263-aeeb9eb8d525.jpg,receipt
0b37e427-72d1-47fd-84ff-a1198835a70a.jpg,receipt
0ae98871-2d66-4033-afb0-0c4df38beb23.jpg,receipt
13ea1c70-4e45-4496-ac03-54423d795322.jpg,receipt
05ce1c1a-94e5-417b-acc2-daed333d8715.jpg,receipt
01611d25-b308-438d-8063-f246ad84f9b7.jpg,receipt
024d3abd-1c6f-4014-bc2d-2fb5d765bd6e.jpg,receipt
0bef7647-fdef-4d29-977f-7e4bcd4313ef.jpg,receipt
07a2c079-f7bd-43e9-a6cc-57bd0ba590c1.jpg,invoice
0110c135-a7c0-4601-8da7-a485332d554f.jpg,receipt
0654e31e-cb99-41ac-8965-49d719c5480d.jpg,receipt
08a1f1f9-6b0b-4385-8647-18e80b8d4691.jpg,slip
100_2daf7f47-d45d-4228-b6e5-03c6ca7f07ee.jpg,receipt
05ddac33-97c0-44da-9e51-bdef114cbe92.jpg,invoice
0cf50aa3-0a3a-4976-b59f-500bc0a893d6.jpg,invoice
11778b01-4625-4724-b83f-4c08693104f4.jpg,receipt
014a2832-8588-456f-900f-3e9d6b843031.jpg,invoice
07b8a54d-36b1-4976-a405-c471d886b304.jpg,receipt
0d291eed-616f-4d87-b191-069cca21d5cf.jpg,inforeceipt
11935194-ead4-49ce-a44b-cbe8b824ab7d.jpg,invoice
0f474982-ddf8-42ba-b963-1b1348aa0af6.jpg,invoice
053ae592-5a44-47dd-8903-3957344f832f.jpg,receipt
0bd0a4b0-5ed2-4f7d-893c-921f85b7f8eb.jpg,invoice
08b38f22-2c74-4fed-9ca8-b44da4da9c9c.jpg,invoice
009ed11d-1812-4ac7-a050-523ff251a6d2.jpg,invoice
