file_name,annotation_value
0d2434b8-f9f5-4702-a46f-e4f796678336.jpg,receipt
019e700f-43e0-43a4-b263-aeeb9eb8d525.jpg,receipt
0b37e427-72d1-47fd-84ff-a1198835a70a.jpg,receipt
0ae98871-2d66-4033-afb0-0c4df38beb23.jpg,receipt
13ea1c70-4e45-4496-ac03-54423d795322.jpg,receipt
05ce1c1a-94e5-417b-acc2-daed333d8715.jpg,receipt
01611d25-b308-438d-8063-f246ad84f9b7.jpg,receipt
024d3abd-1c6f-4014-bc2d-2fb5d765bd6e.jpg,receipt
0bef7647-fdef-4d29-977f-7e4bcd4313ef.jpg,receipt
0110c135-a7c0-4601-8da7-a485332d554f.jpg,receipt
0654e31e-cb99-41ac-8965-49d719c5480d.jpg,receipt
100_2daf7f47-d45d-4228-b6e5-03c6ca7f07ee.jpg,receipt
11778b01-4625-4724-b83f-4c08693104f4.jpg,receipt
07b8a54d-36b1-4976-a405-c471d886b304.jpg,receipt
0d291eed-616f-4d87-b191-069cca21d5cf.jpg,inforeceipt
053ae592-5a44-47dd-8903-3957344f832f.jpg,receipt
109e8521-7370-4c54-a92e-b5197aeaa2ac.jpg,receipt
0f00db54-3cf2-4e20-8e35-38d084a851f2.jpg,inforeceipt
0e21d768-0ce9-4e8b-9c12-8242b80cd069.jpg,receipt
02092f0a-aaf0-480e-9793-59b72c585b04.jpg,receipt
069784e2-0b4c-48d6-a5ca-d262af0fd0ee.jpg,receipt
01b2a7c2-cec2-4a1a-abd8-5ed467b3c4a3.jpg,receipt
0e647ac6-5627-4c93-b60c-88e78b8fb455.jpg,receipt
1000_c2d78f04-3a32-4b86-baf6-ac1aa4ea4d54.jpg,receipt
0f5e4127-090f-4918-8cf2-b133997be2ad.jpg,receipt
0be0e3c7-86b9-4f71-9674-38b2178ce5f6.jpg,receipt
1240da37-0bd9-457f-9dd8-2af8655e7270.jpg,receipt
0fb0bf8d-e05c-4b4e-8095-b7589d3b4885.jpg,receipt
1160_fe6d78db-f440-4f10-a682-8cca341b0fec.jpg,receipt
01798155-af81-4a07-b5de-372a18c85b67.jpg,receipt
10ab34eb-13a2-404a-96b1-cba091f86658.jpg,inforeceipt
03384de2-6330-44dd-986b-e178f3c09601.jpg,receipt
0303c8f1-47b6-41d1-a812-16012c4debc6.jpg,receipt
10a2a441-a71e-440d-97e2-792250afd22c.jpg,receipt
02079384-b1ee-48e8-93c9-d00807dcbc0b.jpg,receipt
0d09baf3-ec7c-4f97-ab3a-0ea82000e0a0.jpg,receipt
0e052759-7455-44ea-8194-36759605e91f.jpg,receipt
04fbb3aa-1822-4121-b969-b75a4574063b.jpg,receipt
011a09d2-3aeb-4470-a7cd-d5ac44133bb5.jpg,receipt
087846cc-cb66-4ffb-98b0-04c1d80fa365.jpg,receipt
12326a1a-5b85-4313-b0d9-3bb8402228e8.jpg,receipt
01ccba01-a5d0-459c-9914-105461c51d58.jpg,receipt
0fe316c9-e77f-44d6-be64-b614e337bf5e.jpg,receipt
05a9e966-7f83-43f8-b838-5e24dca19699.jpg,receipt
05afb518-c6b2-407f-8902-0851c9ea0e23.jpg,receipt
0440cf5b-6bfc-476d-a3e1-d2476b457c13.jpg,receipt
0d99f282-62b7-4037-939f-2a615856e187.jpg,receipt
0c7c9a69-f798-48bd-b0c7-4df1191219f1.jpg,receipt
10dc04f5-393f-4e2d-b523-930e3f6e474f.jpg,receipt
029624dc-930e-408a-ac3d-a82747016a96.jpg,receipt
0a376e17-5b76-4883-bbf5-f46d0b269523.jpg,receipt
0344cdd9-fe6b-4424-98b8-75fdc5e768c1.jpg,receipt
084678ed-0f33-4370-a296-d2d64aa73b4a.jpg,receipt
0a523e38-c269-4e85-a202-39211eadaf6c.jpg,receipt
0c74e0dc-bcea-4f70-965c-71b0e6b745ec.jpg,receipt
10dd01ce-06e8-4c39-98d1-27451e2452c3.jpg,receipt
0b5a9f06-382d-402c-adaa-68502a00f172.jpg,receipt
05b1a228-3d21-4792-b079-81df9888404c.jpg,receipt
080d43c0-d2f8-4e49-855b-a4473ae99149.jpg,receipt
086b3621-50e1-4439-b292-c8d5e6d60072.jpg,receipt
0e8ede46-9a30-47b6-86a3-95a8ea4e9b35.jpg,inforeceipt
02f7089e-3546-4242-abc3-0c9c125a30f9.jpg,receipt
09fb7b0c-ffec-4ac1-8b84-58d257eca22a.jpg,receipt
0e91ca3a-fc96-47d7-9090-5636631b88bb.jpg,receipt
0ee419c1-5d94-46b0-998f-f34e68e9abec.jpg,receipt
05ebe9da-ae0b-4d50-babf-dd14821dfe88.jpg,receipt
130f0cd0-ed45-49cc-9372-fa572550c545.jpg,receipt
0b33201d-a53d-4fc9-b27a-b12cad8c6fa4.jpg,receipt
0318a0f7-f305-44cc-beb1-b3d29ae60275.jpg,inforeceipt
1222c10b-d60a-4291-bce2-b262fb7ca1d0.jpg,receipt
017926e1-4845-4d51-9c36-60d16e7e9a13.jpg,receipt
0b1a6dc3-9b56-4611-ba98-779d009edbe6.jpg,receipt
0d29c4f7-6190-4ed1-b6d1-b0dd89af8862.jpg,inforeceipt
07bdbc15-1a7e-4d50-be01-f404a9a6a5e5.jpg,receipt
03ac2d19-dbfd-42a2-9f0b-a716912be71a.jpg,receipt
0e84d2f3-01c7-4d97-8901-8dd9074fdb0a.jpg,receipt
0a4af63d-13e5-4de7-960d-adf7440383ca.jpg,inforeceipt
078e7992-25a5-4084-a88d-db5c76d61e22.jpg,receipt
0aabe6b6-2f75-4717-9510-2abb4d9749a8.jpg,receipt
12540c8c-6399-42be-a616-ac77f8111551.jpg,receipt
0459e236-9f88-4f0a-b439-5c43e4602044.jpg,receipt
10eb0122-42cf-4ee0-a93b-36ada6a34cd6.jpg,receipt
131a2b37-8198-482e-beef-b8780d691def.jpg,receipt
0f1a4e58-1bdb-4da5-8a37-c4b59c6cdee9.jpg,inforeceipt
0a550d58-9602-484e-88dd-1fec65a01994.jpg,receipt
03082a99-280c-411d-9172-f2bbb5b28c0f.jpg,receipt
0d1bf02a-11b7-44b2-8ba1-5d020133fb40.jpg,receipt
0f670815-724c-41dd-ab13-b37ebb9e91c6.jpg,receipt
021a0ae1-545c-4ca8-bf73-ce0d0104f4d4.jpg,receipt
03be0593-7814-4c5d-9245-dc8567092f4b.jpg,receipt
0d0e8e50-c27b-4d41-8961-b514e6d10893.jpg,receipt
0e8913f3-2b60-49cb-8d19-2cb17f71911c.jpg,receipt
09e6c06a-c336-4c1c-9917-6f8b8b8055d4.jpg,inforeceipt
12c1fd5e-c9ae-4f4c-ac00-698654cbe251.jpg,inforeceipt
0a6b32ea-78a0-4628-b285-5741841dea7b.jpg,inforeceipt
02e5e07e-3c23-4cc3-bb3c-58493623aa51.jpg,receipt
110ab0a3-785f-4818-990b-458d08232986.jpg,receipt
0d82a3b9-34b6-4d17-95bb-1ec9914ff08b.jpg,receipt
044faec2-4912-485b-910b-a857090889b8.jpg,receipt
0190f756-f075-43f5-b7de-5259b2c47649.jpg,receipt
086c7f90-5555-4e01-8d16-22ca34cb7777.jpg,inforeceipt
067b137d-b2fa-485e-a670-a460f69838f0.jpg,receipt
0c699270-5ad1-4b61-a68b-4bdac7e8c71c.jpg,receipt
0963b66b-6170-430c-ae9b-bfaf31fb90af.jpg,receipt
118079ea-e694-411a-8682-d9d7d07aa8f3.jpg,receipt
0b5bfbb7-7ee7-4b11-8f1f-f903a8984e99.jpg,receipt
09bf50c0-4e81-42c9-bb79-26d9efdcc0fd.jpg,receipt
028f32d8-8962-40b2-8735-3f3ad392ad63.jpg,receipt
08a4c383-59ee-4503-b1b3-9090785a9935.jpg,receipt
062151d1-02d0-48a4-97f4-f79902574cca.jpg,receipt
092efb9f-ca4b-46bd-bc68-6a2539d1a20e.jpg,receipt
0afe02f5-d6ce-47c0-aaf0-01901a0d6ca2.jpg,receipt
1015ad53-243a-487f-b362-77cd8a489d89.jpg,receipt
12a52024-014d-4417-84c3-aced1f8d6a51.jpg,receipt
018d17ea-793b-478a-aed8-be2b559a3b93.jpg,receipt
03b1da30-a3c9-45c1-966a-4719850d1f07.jpg,receipt
0f5fa1b7-632a-44bd-acc7-fff28e26ea54.jpg,receipt
0b5c138c-89cc-4b4a-b772-7597bbf6d3fb.jpg,receipt
0acb19b4-e33e-4913-b27d-06aca53d2fa6.jpg,receipt
03f03870-bd7d-4ead-83f0-7e0c61ca86cc.jpg,receipt
1193061b-abbe-45bc-a725-2611c88c2889.jpg,receipt
10ff7070-08a2-40eb-b3f6-5fdb138a8675.jpg,receipt
0a7f87ab-e33f-487b-ba00-d69ec3437871.jpg,receipt
0adc5ef6-92cc-4b4f-b203-3d22ec0e547c.jpg,receipt
037ae892-df9f-45ca-93af-d6a97d3ec61e.jpg,receipt
0172299c-725b-43ca-9cc4-2c674e5e9b82.jpg,receipt
04b1fbaf-9f9f-46ea-9362-8871cc6a64b0.jpg,receipt
02347a0d-1039-4eb1-aa93-d45c61a7ed96.jpg,receipt
0d7c12fd-9438-40a8-808f-d978b0169c71.jpg,receipt
00377ecb-008e-4dcc-8c5c-69bb5f4b9336.jpg,receipt
02927542-4f25-4e04-aefd-b122ce175609.jpg,receipt
0b1762ab-b375-409e-8631-f7541b2f9106.jpg,receipt
0a9f7142-ec7b-49c0-a803-1786c3b5385f.jpg,receipt
058bfca9-2c98-4933-9210-c9b4bda803d1.jpg,receipt
109f0678-fefc-43b6-a56f-85d2cd7d488f.jpg,receipt
036c768a-5714-4ac2-85b9-0e086b5e23b8.jpg,receipt
0e4e0d5f-cfae-411d-b2e5-4c2ba22ab5c6.jpg,receipt
0150ac8b-81a3-4cff-a27c-7ce0c3dc1bea.jpg,receipt
10861a1e-f6e4-4a55-8531-b4997971d819.jpg,inforeceipt
03d63a09-6e35-4499-86b0-a268cedae6a9.jpg,receipt
0f28ebe7-6867-4875-ba71-b17e03c06057.jpg,receipt
05ed0468-0b18-474d-83f5-258b35579b1c.jpg,receipt
0a5434fb-3693-413f-8c5b-5ef17ae42674.jpg,receipt
0e3a5843-2b50-4510-9913-ceccc40b3af0.jpg,receipt
05aaaeec-23d5-4efd-ac79-c5d11225fc02.jpg,receipt
0f333aef-227b-4635-a644-7316c750bbaf.jpg,receipt
