file_name,annotation_value
919c9eb3-08fc-41e3-ae84-82faa3b55452.jpg,receipt
2502c884-2c6c-4b15-b2ad-605237090012.jpg,receipt
7201f060-7785-4c7e-aa72-55d1e7601886.jpg,receipt
95abff11-1ef7-4fbe-aadc-761f2ced3099.jpg,receipt
9d0f6f43-bb41-424c-9d7a-802414b2d2da.jpg,receipt
b38c2320-b6bc-4787-98c2-f84e1576dac9.jpg,receipt
b92dc66c-0ee6-484f-8712-d0053798e9a3.jpg,receipt
8f29132c-aa6d-4070-91b3-1593f059b1dd.jpg,receipt
c49ab59d-efae-4e2d-a50e-df2b92ec4d21.jpg,receipt
b29b379d-e2d5-4a2c-aac7-bbfd2c461215.jpg,receipt
8ddb4c01-5205-4ff3-a5d4-068f70e40400.jpg,receipt
8448ed08-ca5b-49ef-9731-7141bddadbf5.jpg,receipt
cc0178c4-c69e-4cc0-9574-4efbd8b8fe1d.jpg,receipt
ece77c49-e58d-4b1d-bb3f-58b40cfec449.jpg,receipt
a20dd6c7-4da0-42a4-b046-95ca9d89c909.jpg,receipt
2ac23ac3-5e8f-4ea1-bd4b-a6355fd157d1.jpg,receipt
dbe10d74-dbad-4cae-9a56-b001afe6ecfb.jpg,receipt
34df95ab-4bb4-429a-89fe-74ac882b7b03.jpg,receipt
52d4113c-0aee-42f6-a151-21a7f9fd8fbf.jpg,inforeceipt
902c1ff5-4226-43dc-9273-20e169eb5fc5.jpg,receipt
9f4df301-3621-46e4-899e-74b3055a9244.jpg,receipt
9b56881d-9a1f-4acf-a376-8d8cf620f84e.jpg,receipt
f064327e-fbb4-48ee-83be-0d2a4d5dd484.jpg,receipt
47a3ec19-6910-4987-990b-0d4d0156f073.jpg,receipt
ccea8e22-2942-409f-ad04-77b8abbab7b6.jpg,receipt
c78e7627-16ea-4e0b-a7d2-c8c4205e1f1b.jpg,receipt
a1fc93f3-970d-4fba-ad6a-b4badc64a489.jpg,receipt
e55dd75b-76a5-4e23-aed6-73b521dac412.jpg,receipt
f15e9529-b35c-48d5-8850-82bbd234dcce.jpg,receipt
569c183b-b7e9-48e8-a25b-97ae04c56cfc.jpg,receipt
2e6afe6a-4fcd-4fa3-97b2-a22bf3d6449d.jpg,receipt
e01ad450-9cac-4f2a-9ca2-c3a67cceec0a.jpg,receipt
37885c85-a0f0-4337-8936-75d2a1b6f046.jpg,receipt
35af6b04-a94f-4e6a-9c56-1980edfc60e2.jpg,receipt
d05625c1-464b-4153-8ced-0ab767256fa3.jpg,receipt
5e8261da-aa53-42aa-8d21-22609ac374fd.jpg,receipt
f441ad67-7ede-4dc2-8f29-13b3b9d3c63c.jpg,inforeceipt
201803061615251916025ed99f1e-bd7c-4e26-9bb0-02b88146e33b.jpg,receipt
2056c23e-22cc-4d57-881b-820263cb5197.jpg,inforeceipt
c8cf142c-0c8f-4691-8be7-194df19a70f0.jpg,receipt
6a4b888d-4008-4afa-b74c-53111420e72d.jpg,receipt
31d940dc-45f9-44eb-8b3f-8375536c2537.jpg,receipt
858b80eb-ea75-4701-9fe2-e7e6a184afcb.jpg,receipt
a3569d10-48c8-4001-9649-cb43e1c78313.jpg,receipt
42e145bd-ef19-47ff-a63f-0cbe2399233a.jpg,receipt
a2527ff3-46c2-4421-948e-3437dce2bd95.jpg,receipt
b8848a55-7d89-45fd-aaa5-080321e2a784.jpg,receipt
dccaa837-a8cb-45d9-8d0e-b427d3c198bd.jpg,receipt
55c994ac-5673-46e3-a78a-d193731f5e1e.jpg,receipt
bb00b6ef-6af6-4e2c-a376-8d429833fba6.jpg,receipt
5d0f4094-9c1e-4d2d-8ead-938f01d9d024.jpg,receipt
32d78920-ea8b-460f-bc05-de71a9e691bf.jpg,receipt
8e4d6522-7112-460f-866b-19287f4a0703.jpg,receipt
e0b0d1e5-5443-45a3-9adb-ed3f02014d35.jpg,receipt
e8a19646-fe6e-485d-9971-e744e9dbb5b1.jpg,receipt
5973deed-d755-4e0f-88b7-eb472b9ef853.jpg,receipt
68bce1eb-c142-4a53-8442-2d3ec98354c9.jpg,receipt
43ce5e60-86d9-473a-a542-9c561fc0924e.jpg,receipt
3b4de3e9-da32-42f3-8235-08ba5dfa60da.jpg,inforeceipt
af80f564-63db-4683-8d6c-1470398e47c5.jpg,receipt
82a0d6dc-a577-4071-9e38-3953b75344fd.jpg,receipt
39c311a0-fab9-427d-9f55-9c50ababcd22.jpg,receipt
7187d805-7341-4c5c-a87c-ff52d67f41e5.jpg,receipt
ab5010a6-4fe2-4571-a170-0b10217cb026.jpg,receipt
2e2a8d5f-7182-4063-9446-57e3da99e446.jpg,receipt
20180504181512289633483d839b-d46b-4bd5-b3e0-2c56b4f5e6b2.jpg,inforeceipt
6d434ffc-44c6-4cf7-bcdf-9552de6272ef.jpg,inforeceipt
5f592da8-7006-4762-b779-0b0a40d4fce7.jpg,receipt
5a847487-fef1-42a1-9364-5370c65d2f98.jpg,inforeceipt
94afe8fd-32e9-4c23-b3dd-42749e8a69b1.jpg,receipt
bbdff5df-b873-4504-b592-cca27b38d0d7.jpg,receipt
b7c312a7-e9ed-4df2-822c-ac0e311dc406.jpg,receipt
c6c59aea-ebe4-4746-8f9a-15cf477addf8.jpg,receipt
a5eeee5a-3ab9-4f83-87b1-c9a95768fa58.jpg,inforeceipt
e4de1ebc-3229-449c-8eda-b21d635f95ad.jpg,inforeceipt
6b3d6cc8-c2a6-4884-9f9e-680eb205270b.jpg,receipt
e91f6948-8f60-4479-89fa-610b6654e9c9.jpg,receipt
4cba6f42-8ba7-46a1-8aeb-944b9ecf3587.jpg,receipt
ba70df70-f97f-4869-a823-7e7faf3ca32b.jpg,receipt
23227318-71ab-4754-bb3b-c7037ca010d8.jpg,receipt
fe6e1081-dc3f-4382-9bd8-be8f6eaad70b.jpg,receipt
4a849a7f-759b-4cb8-ba1d-54b90cb67d4f.jpg,receipt
1762e188-5ab9-4d64-85c8-a5ed9f7f3c94.jpg,receipt
f5ca7676-2c7b-414e-abe4-82a4be861d09.jpg,receipt
69d274e9-5509-4940-9497-64ca1920a280.jpg,inforeceipt
fd9405b3-0355-4169-a9eb-eb203c9d76d5.jpg,receipt
d6a4f0e2-3232-4c63-b007-d12aa3cef341.jpg,receipt
93cb51ed-2edf-490f-9d4d-aef9b708f518.jpg,receipt
d7e27363-91f9-42f3-9f7d-44280d4b5ba5.jpg,receipt
cf842e0a-ee78-4983-9288-6efdbee2ae89.jpg,receipt
25c85550-9188-4f50-a786-a9c61d887f81.jpg,receipt
acffae8c-b506-479f-9a31-247c2e3137e9.jpg,receipt
792a826b-5dc9-4f16-8acc-cfac00ed5c58.jpg,receipt
37bd808b-14f5-4b29-af2a-9fbda9e91aa6.jpg,receipt
198ced6a-9b07-4b9c-ae1a-448e2a3cff3a.jpg,receipt
31db6baa-ed32-4904-bfb9-539d5d42f76b.jpg,receipt
9156ac45-03e4-43bc-a5eb-87737523d9ba.jpg,receipt
6784a02c-2d71-4c16-8507-fd4e6c998b3b.jpg,receipt
c7ead918-927a-4972-82c4-754f79f36b87.jpg,receipt
1cff4ca1-4e81-497f-a2c3-7ce5b267c334.jpg,receipt
3f7ff0e2-87ae-4890-88b5-f7aaa3b6f70a.jpg,receipt
9186a43e-2b3e-4fa0-9a48-6f0c6fd7e043.jpg,receipt
8f6784a3-78c5-4906-a818-b69b410d4825.jpg,inforeceipt
e1ed0a73-ddf3-4d58-acba-da014caa5800.jpg,receipt
9e124512-f969-4453-a453-22f2eb1fb56c.jpg,receipt
d33860e6-3e96-4e88-b992-ab6b6fcd349c.jpg,receipt
f051519e-8113-42c3-aebc-ca8cd9058860.jpg,inforeceipt
4c1c7bd5-e619-4a93-8539-9743162f5dd9.jpg,receipt
83c9b08b-0a40-4fa4-afdc-dd1f4f026e5a.jpg,receipt
78d9b10b-d8ac-4e73-9f72-372326a37286.jpg,receipt
f73d82b0-fe29-4c7b-9aad-f8b15624666e.jpg,inforeceipt
461b9a97-093f-469b-9571-a7c2bbc2eedc.jpg,receipt
c30230d2-137a-4449-9e9a-1b2bdabe6fa3.jpg,inforeceipt
eebae250-9137-48db-8305-3b390874abf3.jpg,receipt
d67b3910-8135-4312-8daf-c4f7358ff638.jpg,receipt
46011965-e851-49e4-b39b-00c2f52b5ef8.jpg,receipt
9733e0cf-f293-4a84-8d16-e10395598d25.jpg,receipt
8195bdb0-382d-4f36-a208-2f40939b62af.jpg,receipt
3f281e15-d5f5-4b0f-ac2b-a902c44acdaa.jpg,receipt
7db137a9-87e3-462e-88dd-e33f2071a8b7.jpg,receipt
96f3abf7-daf8-482a-8af8-ffcec626308c.jpg,receipt
ca324728-d2e8-4305-80b6-8a14fd57fc90.jpg,receipt
5e10fc05-50ef-4c3b-8828-e8bb04cace03.jpg,receipt
ff603175-f6d7-435a-aaa7-6c56ad7f2cb3.jpg,receipt
9c8387e3-8a48-46e5-90d0-ff0398dbd1b0.jpg,receipt
9ccb4cbf-c823-48f8-a3ab-a6b372da0f48.jpg,receipt
